,name,rating_star,total_reviews,old_price,new_price,website_link
61,"OnePlus 11 5G (Titan Black, 16GB RAM, 256GB Storage)",4.3 / 5 ,"4,327","₹61,999","₹61,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NDcyNDY1MDgzNDQ1NjYwOjE2OTgwOTE0MDk6c3BfYXRmX25leHQ6MjAxMjE2NzI5OTE4OTg6OjA6Og&url=%2FOnePlus-Titan-Black-256GB-Storage%2Fdp%2FB0BQJLVSC2%2Fref%3Dsr_1_26_sspa%3Fkeywords%3Dmobile%26qid%3D1698091409%26s%3Delectronics%26sr%3D1-26-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
62,"Motorola G84 5G (Viva Magenta, 12GB RAM, 256GB Storage)",5.0 / 5 ,4,"₹34,999","₹22,999",https://www.amazon.in//Motorola-Viva-Magenta-256GB-Storage/dp/B0CJYDKYRR/ref=sr_1_27?keywords=mobile&qid=1698091409&s=electronics&sr=1-27
63,"realme narzo 60 5G (Mars Orange,8GB+128GB) 90Hz Super AMOLED Display | Ultra Premium Vegan Leather Design | with 33W SUPERVOOC Charger",4.0 / 5 ,"2,768","₹19,999","₹16,499",https://www.amazon.in//realme-Display-Premium-Leather-SUPERVOOC/dp/B0C788SHHC/ref=sr_1_28?keywords=mobile&qid=1698091409&s=electronics&sr=1-28
64,"vivo Y27 (Burgundy Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 / 5 ,78,"₹18,999","₹13,999",https://www.amazon.in//Burgundy-Storage-Additional-Exchange-Offers/dp/B07WGPKTST/ref=sr_1_29?keywords=mobile&qid=1698091409&s=electronics&sr=1-29
65,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 8GB RAM, 128GB Storage)",4.1 / 5 ,"31,288","₹19,999","₹19,999",https://www.amazon.in//OnePlus-Nord-Chromatic-128GB-Storage/dp/B0BY8MCQ9S/ref=sr_1_30?keywords=mobile&qid=1698091409&s=electronics&sr=1-30
66,"realme narzo 60X 5G（Nebula Purple 4GB, 128GB Storage） Up to 2TB External Memory | 50 MP AI Primary Camera | Segments only 33W Supervooc Charge",4.0 / 5 ,"1,019","₹14,999","₹11,499",https://www.amazon.in//realme-5G%EF%BC%88Nebula-Storage%EF%BC%89-External-Supervooc/dp/B0CGDQ7VNL/ref=sr_1_31?keywords=mobile&qid=1698091409&s=electronics&sr=1-31
67,itel P55 5G | Dimensity 6080 | 12GB* RAM+128GB ROM with Memory Fusion| 50MP AI Dual Rear Camera| 5000mAh Battery | 2 Years Warranty | Galaxy Blue,4.2 / 5 ,238,"₹13,499","₹9,999",https://www.amazon.in//itel-Dimensity-5000mAh-Battery-Warranty/dp/B0CHJPZXX5/ref=sr_1_32?keywords=mobile&qid=1698091409&s=electronics&sr=1-32
68,"OnePlus Nord CE 3 5G (Aqua Surge, 12GB RAM, 256GB Storage)",4.0 / 5 ,"3,750","₹28,998","₹28,998",https://www.amazon.in//OnePlus-Nord-Surge-256GB-Storage/dp/B0C9QPM3BN/ref=sr_1_33?keywords=mobile&qid=1698091409&s=electronics&sr=1-33
69,"iQOO Z6 Lite 5G (Stellar Green, 6GB RAM, 128GB Storage) with Charger | World's First Snapdragon 4 Gen 1 | Best in-Segment 120Hz Refresh Rate | Travel Adaptor Included in The Box",4.0 / 5 ,"17,103","₹19,999","₹13,999",https://www.amazon.in//iQOO-Stellar-Snapdragon-Segment-Included/dp/B07WHSR1NR/ref=sr_1_34?keywords=mobile&qid=1698091409&s=electronics&sr=1-34
70,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Pink,3.6 / 5 ,196,"₹16,499","₹11,999",https://www.amazon.in//Nokia-Snapdragon%C2%AE-Virtual-Upgrades-Included/dp/B0CHFBKXHP/ref=sr_1_35?keywords=mobile&qid=1698091409&s=electronics&sr=1-35
71,"realme narzo 60 5G (Mars Orange,8GB+256GB) | 90Hz Super AMOLED Display | Ultra Premium Vegan Leather Design | with 33W SUPERVOOC Charger",4.0 / 5 ,"2,768","₹20,999","₹18,499",https://www.amazon.in//realme-Display-Premium-Leather-SUPERVOOC/dp/B0C787P8BV/ref=sr_1_36?keywords=mobile&qid=1698091409&s=electronics&sr=1-36
72,"vivo Y100A 5G (Twilight Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.3 / 5 ,11,"₹29,999","₹21,999",https://www.amazon.in//Twilight-Storage-Additional-Exchange-Offers/dp/B07WHQ77WK/ref=sr_1_37?keywords=mobile&qid=1698091409&s=electronics&sr=1-37
73,itel S23+| 3D Curved Amoled Display| 16GB* RAM+256GB ROM| in-Display Fingerprint| 50MP AI Dual Rear + 32MP Front Camera| 5000mAh Battery| 2 Years Warranty| Elemental Blue,4.0 / 5 ,139,"₹15,999","₹13,999",https://www.amazon.in//itel-Display-Fingerprint-Warranty-Elemental/dp/B0CHJK8VMJ/ref=sr_1_38?keywords=mobile&qid=1698091409&s=electronics&sr=1-38
74,"TECNO Pova 5 Pro 5G (Dark Illusion, 8GB RAM,128GB Storage)| Segment 1st 68W Ultra Fast Charging | 50MP AI Dual Camera | India's 1st Multi-Colored Backlit ARC Interface | 6.78”FHD+ Dot-in Display",3.9 / 5 ,"1,290","₹14,999","₹14,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NDcyNDY1MDgzNDQ1NjYwOjE2OTgwOTE0MDk6c3BfbXRmOjMwMDAzODk1MTY3NzgzMjo6MDo6&url=%2FIllusion-Storage-Charging-Multi-Colored-Interface%2Fdp%2FB0CC2ZZ9M2%2Fref%3Dsr_1_39_sspa%3Fkeywords%3Dmobile%26qid%3D1698091409%26s%3Delectronics%26sr%3D1-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
75,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)",2.8 / 5 ,8,"₹11,999","₹9,489",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NDcyNDY1MDgzNDQ1NjYwOjE2OTgwOTE0MDk6c3BfbXRmOjMwMDA0OTEyMjU4MDIzMjo6MDo6&url=%2FIKALL-S2-Smartphone-Display-Storage%2Fdp%2FB0CGRP13L3%2Fref%3Dsr_1_40_sspa%3Fkeywords%3Dmobile%26qid%3D1698091409%26s%3Delectronics%26sr%3D1-40-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
76,"realme narzo N55 (Prime Blue, 6GB+128GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera",4.0 / 5 ,"8,667","₹14,999","₹12,499",https://www.amazon.in//realme-Segment-Fastest-Charging-High-res/dp/B0BZ466BWW/ref=sr_1_41?keywords=mobile&qid=1698091409&s=electronics&sr=1-41
77,itel P55 5G | Dimensity 6080 | 12GB* RAM+128GB ROM with Memory Fusion| 50MP AI Dual Rear Camera| 5000mAh Battery | 2 Years Warranty | Mint Green,4.2 / 5 ,238,"₹13,499","₹9,999",https://www.amazon.in//itel-Dimensity-5000mAh-Battery-Warranty/dp/B0CHJN2HNZ/ref=sr_1_42?keywords=mobile&qid=1698091409&s=electronics&sr=1-42
78,"Motorola A10e Dual Sim keypad Mobile with 800 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with auto Call Recording - Rose Gold",3.8 / 5 ,"1,014","₹1,599","₹1,249",https://www.amazon.in//Motorola-Battery-Expandable-Wireless-Recording/dp/B0BYT2J2M2/ref=sr_1_43?keywords=mobile&qid=1698091409&s=electronics&sr=1-43
79,"Vivo Y02t (Sunset Gold, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.0 / 5 ,118,"₹15,999","₹8,999",https://www.amazon.in//Vivo-Sunset-Storage-Additional-Exchange/dp/B07WFPLX4V/ref=sr_1_44?keywords=mobile&qid=1698091409&s=electronics&sr=1-44
80,"Motorola G84 5G (Marshmallow Blue, 12GB RAM, 256GB Storage)",5.0 / 5 ,4,unknown,unknown,https://www.amazon.in//Motorola-Marshmallow-Blue-256GB-Storage/dp/B0CJQ76RF2/ref=sr_1_45?keywords=mobile&qid=1698091409&s=electronics&sr=1-45
81,"Motorola G32 (8GB, 128GB) (Satin Maroon)",3.9 / 5 ,304,unknown,unknown,https://www.amazon.in//Motorola-G32-128GB-Satin-Maroon/dp/B0CD789GTJ/ref=sr_1_46?keywords=mobile&qid=1698091409&s=electronics&sr=1-46
82,"OnePlus Nord N20 SE (Oasis Blue, 4GB RAM, 64GB Storage)",5.0 / 5 ,2,"₹24,999","₹14,999",https://www.amazon.in//OnePlus-Nord-N20-SE-Storage/dp/B0CGX8DHM2/ref=sr_1_47?keywords=mobile&qid=1698091409&s=electronics&sr=1-47
83,"realme narzo N55 (Prime Black, 6GB+128GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera",4.0 / 5 ,"8,667","₹14,999","₹12,499",https://www.amazon.in//realme-Segment-Fastest-Charging-High-res/dp/B0BZ48H8JX/ref=sr_1_48?keywords=mobile&qid=1698091409&s=electronics&sr=1-48
84,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Grey,3.6 / 5 ,196,"₹15,999","₹11,999",https://www.amazon.in//Nokia-Snapdragon%C2%AE-Virtual-Upgrades-Included/dp/B0CDXHYHZ6/ref=sr_1_49?keywords=mobile&qid=1698091409&s=electronics&sr=1-49
85,"Samsung Galaxy M13 (Stardust Brown, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",4.1 / 5 ,"28,441","₹14,999","₹9,199",https://www.amazon.in//Samsung-Stardust-Storage-6000mAh-Battery/dp/B0B4F2K7N1/ref=sr_1_50?keywords=mobile&qid=1698091409&s=electronics&sr=1-50
86,"Motorola Moto E13 (Aurora Green, 8GB RAM, 128GB Storage)",3.8 / 5 ,52,unknown,unknown,https://www.amazon.in//Motorola-Aurora-Green-128GB-Storage/dp/B0CGJBFWN3/ref=sr_1_51?keywords=mobile&qid=1698091409&s=electronics&sr=1-51
87,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Without Charger",4.1 / 5 ,"33,261","₹25,999","₹16,999",https://www.amazon.in//Samsung-Mystique-Storage-Purchased-Separately/dp/B09TWHTBKQ/ref=sr_1_52?keywords=mobile&qid=1698091409&s=electronics&sr=1-52
88,Redmi 12 5G Jade Black 6GB RAM 128GB ROM,3.7 / 5 ,"3,368","₹17,999","₹13,499",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NDcyNDY1MDgzNDQ1NjYwOjE2OTgwOTE0MDk6c3BfYnRmOjMwMDAyODA1ODgzNTIzMjo6MDo6&url=%2FRedmi-Jade-Black-6GB-128GB%2Fdp%2FB0C9JFWBH7%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dmobile%26qid%3D1698091409%26s%3Delectronics%26sr%3D1-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
89,"IKALL Z3 4G Smartphone (4GB, 64GB (Octa Core Processor, 4G Volte, Dual Sim) (Green)",5.0 / 5 ,2,"₹9,999","₹5,690",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0NDcyNDY1MDgzNDQ1NjYwOjE2OTgwOTE0MDk6c3BfYnRmOjMwMDA2NDYwNTMyMjEzMjo6MDo6&url=%2FIKALL-Z3-Smartphone-Processor-Volte%2Fdp%2FB0CJV39CH5%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dmobile%26qid%3D1698091409%26s%3Delectronics%26sr%3D1-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
90,"Redmi 12C (Mint Green, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery",3.9 / 5 ,"8,736","₹13,999","₹6,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDM4NTMxMzg0NjQ5NjYwOjE2OTgwOTE0MTE6c3BfYXRmX25leHQ6MjAxNDI0NzEwNDEyOTg6OjA6Og&url=%2FRedmi-Storage-Performance-Mediatek-Display%2Fdp%2FB0BYN34PGJ%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dmobile%26qid%3D1698091411%26s%3Delectronics%26sr%3D1-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
91,"OnePlus 11 5G (Titan Black, 16GB RAM, 256GB Storage)",4.3 / 5 ,"4,327","₹61,999","₹61,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDM4NTMxMzg0NjQ5NjYwOjE2OTgwOTE0MTE6c3BfYXRmX25leHQ6MjAxMjE2NzI5OTE4OTg6OjA6Og&url=%2FOnePlus-Titan-Black-256GB-Storage%2Fdp%2FB0BQJLVSC2%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dmobile%26qid%3D1698091411%26s%3Delectronics%26sr%3D1-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
92,itel S23+| 3D Curved Amoled Display| 16GB* RAM+256GB ROM| in-Display Fingerprint| 50MP AI Dual Rear + 32MP Front Camera| 5000mAh Battery| 2 Years Warranty| Elemental Blue,4.0 / 5 ,139,"₹15,999","₹13,999",https://www.amazon.in//itel-Display-Fingerprint-Warranty-Elemental/dp/B0CHJK8VMJ/ref=sr_1_51?keywords=mobile&qid=1698091411&s=electronics&sr=1-51
93,"TECNO Camon 19 Neo (Dreamland Green, 6GB RAM, 128GB Storage)|48MP Super Night Rear Camera|32MP Selfie Camera",3.7 / 5 ,295,"₹18,499","₹8,999",https://www.amazon.in//Tecno-Camon-19-Neo-Dreamland/dp/B0B56XYXLS/ref=sr_1_52?keywords=mobile&qid=1698091411&s=electronics&sr=1-52
94,"Samsung Galaxy M34 5G (Midnight Blue,8GB,256GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",3.9 / 5 ,"5,155","₹28,499","₹20,999",https://www.amazon.in//Samsung-Midnight-sAMOLED-Display-Security/dp/B0CHJ4LQGV/ref=sr_1_53?keywords=mobile&qid=1698091411&s=electronics&sr=1-53
95,"Vivo Y02t (Cosmic Grey, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.0 / 5 ,118,"₹15,999","₹8,999",https://www.amazon.in//Vivo-Cosmic-Storage-Additional-Exchange/dp/B07WDKDF1M/ref=sr_1_54?keywords=mobile&qid=1698091411&s=electronics&sr=1-54
96,"Oppo Reno10 5G (Silvery Grey, 8GB RAM, 256GB Storage)",unknown,unknown,"₹38,999","₹31,990",https://www.amazon.in//Reno10-5G-Silvery-256GB-Storage/dp/B0CKZFCV2P/ref=sr_1_55?keywords=mobile&qid=1698091411&s=electronics&sr=1-55
97,"Samsung Galaxy A34 5G (Awesome Violet, 8GB, 256GB Storage) | 48 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Travel Adapter to be Purchased Separately",4.1 / 5 ,820,"₹39,499","₹29,999",https://www.amazon.in//Samsung-Awesome-Storage-Purchased-Separately/dp/B0BXD55WQH/ref=sr_1_56?keywords=mobile&qid=1698091411&s=electronics&sr=1-56
98,"OPPO A18 (Glowing Blue, 4GB RAM, 128GB Storage) | 6.56"" HD 90Hz Waterdrop Display | 5000 mAh Battery with No Cost EMI/Additional Exchange Offers",unknown,unknown,"₹15,999","₹11,499",https://www.amazon.in//Glowing-Storage-Waterdrop-Additional-Exchange/dp/B0CJSNDYR2/ref=sr_1_57?keywords=mobile&qid=1698091411&s=electronics&sr=1-57
99,itel P55 5G | Dimensity 6080 | 12GB* RAM+128GB ROM with Memory Fusion| 50MP AI Dual Rear Camera| 5000mAh Battery | 2 Years Warranty | Mint Green,4.2 / 5 ,238,"₹13,499","₹9,999",https://www.amazon.in//itel-Dimensity-5000mAh-Battery-Warranty/dp/B0CHJN2HNZ/ref=sr_1_58?keywords=mobile&qid=1698091411&s=electronics&sr=1-58
100,"Lava A7 Torch, with 2575mAh Battery, 2.4 inch Big Display, Superior Stereo Sound, keypad Mobile with Wireless FM and Auto Call Recording, Blue",4.3 / 5 ,57,"₹1,899","₹1,462",https://www.amazon.in//Lava-2575mAh-Superior-Wireless-Recording/dp/B0CG5KJ25C/ref=sr_1_59?keywords=mobile&qid=1698091411&s=electronics&sr=1-59
101,"TECNO POP 7 Pro (Uyuni Blue, 2GB RAM,64GB Storage) | Type C Port | 12MP Dual Camera | Up to 4GB RAM with Memory Fusion",3.8 / 5 ,583,"₹7,999","₹5,799",https://www.amazon.in//Tecno-Storage-Camera-Memory-Fusion/dp/B0BTLKLGNT/ref=sr_1_60?keywords=mobile&qid=1698091411&s=electronics&sr=1-60
102,"Oppo A78 5G (Glowing Blue, 8GB RAM, 128 Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger| 50MP AI Camera | 90Hz Refresh Rate | with No Cost EMI/Additional Exchange Offers",4.2 / 5 ,"2,306","₹21,999","₹18,999",https://www.amazon.in//Oppo-Glowing-SUPERVOOC-Additional-Exchange/dp/B082F2T5PQ/ref=sr_1_61?keywords=mobile&qid=1698091411&s=electronics&sr=1-61
103,"vivo Y100A 5G (Twilight Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.3 / 5 ,11,"₹29,999","₹21,999",https://www.amazon.in//Twilight-Storage-Additional-Exchange-Offers/dp/B07WHQ77WK/ref=sr_1_62?keywords=mobile&qid=1698091411&s=electronics&sr=1-62
104,"TECNO Pova 5 Pro 5G (Dark Illusion, 8GB RAM,128GB Storage)| Segment 1st 68W Ultra Fast Charging | 50MP AI Dual Camera | India's 1st Multi-Colored Backlit ARC Interface | 6.78”FHD+ Dot-in Display",3.9 / 5 ,"1,290","₹14,999","₹14,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDM4NTMxMzg0NjQ5NjYwOjE2OTgwOTE0MTE6c3BfbXRmOjMwMDAzODk1MTY3NzgzMjo6MDo6&url=%2FIllusion-Storage-Charging-Multi-Colored-Interface%2Fdp%2FB0CC2ZZ9M2%2Fref%3Dsr_1_63_sspa%3Fkeywords%3Dmobile%26qid%3D1698091411%26s%3Delectronics%26sr%3D1-63-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
105,"IKALL S2 Smartphone with 21MP Camera (6.8"" HD Display, 6GB, 128GB Storage) (Purple)",2.8 / 5 ,8,"₹11,999","₹9,489",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDM4NTMxMzg0NjQ5NjYwOjE2OTgwOTE0MTE6c3BfbXRmOjMwMDA0OTEyMjU4MDIzMjo6MDo6&url=%2FIKALL-S2-Smartphone-Display-Storage%2Fdp%2FB0CGRP13L3%2Fref%3Dsr_1_64_sspa%3Fkeywords%3Dmobile%26qid%3D1698091411%26s%3Delectronics%26sr%3D1-64-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
106,"IKALL Z3 4G Smartphone (4GB, 64GB (Octa Core Processor, 4G Volte, Dual Sim) (Aquamarine)",5.0 / 5 ,2,"₹9,999","₹5,690",https://www.amazon.in//IKALL-Z3-Smartphone-Processor-Aquamarine/dp/B0CJV1H3F9/ref=sr_1_65?keywords=mobile&qid=1698091411&s=electronics&sr=1-65
107,"Oppo F23 5G (Cool Black, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offer",3.9 / 5 ,847,"₹28,999","₹22,999",https://www.amazon.in//Oppo-Storage-Battery-SUPERVOOC-Microlens/dp/B082DSWTBZ/ref=sr_1_66?keywords=mobile&qid=1698091411&s=electronics&sr=1-66
108,"OnePlus Nord N20 SE (Oasis Blue, 4GB RAM, 64GB Storage)",5.0 / 5 ,2,"₹24,999","₹14,999",https://www.amazon.in//OnePlus-Nord-N20-SE-Storage/dp/B0CGX8DHM2/ref=sr_1_67?keywords=mobile&qid=1698091411&s=electronics&sr=1-67
109,"realme narzo 60 5G (Mars Orange,8GB+256GB) | 90Hz Super AMOLED Display | Ultra Premium Vegan Leather Design | with 33W SUPERVOOC Charger",4.0 / 5 ,"2,768","₹20,999","₹18,499",https://www.amazon.in//realme-Display-Premium-Leather-SUPERVOOC/dp/B0C787P8BV/ref=sr_1_68?keywords=mobile&qid=1698091411&s=electronics&sr=1-68
110,"Lava Hero 600i (Mint Green) with Sleek and Stylish Design, 10 Regional Languages Input Support, Auto Call Recording, Wireless FM with Recording and 32 GB Expandable Storage",3.8 / 5 ,"3,315","₹1,199",₹849,https://www.amazon.in//Lava-Regional-Languages-Recording-Expandable/dp/B0BFWWXXKP/ref=sr_1_69?keywords=mobile&qid=1698091411&s=electronics&sr=1-69
111,"Samsung Galaxy M34 5G (Waterfall Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",3.9 / 5 ,"5,155","₹24,499","₹16,499",https://www.amazon.in//Samsung-Waterfall-sAMOLED-Display-Security/dp/B0C7C28GKF/ref=sr_1_70?keywords=mobile&qid=1698091411&s=electronics&sr=1-70
112,"Motorola G32 (8GB, 128GB) (Satin Maroon)",3.9 / 5 ,304,unknown,unknown,https://www.amazon.in//Motorola-G32-128GB-Satin-Maroon/dp/B0CD789GTJ/ref=sr_1_71?keywords=mobile&qid=1698091411&s=electronics&sr=1-71
113,"Lava A3 Vibe Dual Sim Mobile with 1750 mAh Big Battery, 32 GB Expandable Storage and Vibrate Mode Dark Blue",4.0 / 5 ,"6,460","₹1,649","₹1,159",https://www.amazon.in//Lava-Battery-Expandable-Storage-Vibrate/dp/B0CC9D9XQP/ref=sr_1_72?keywords=mobile&qid=1698091411&s=electronics&sr=1-72
114,"HONOR 90 (Emerald Green, 12GB + 512GB) | India's First Eye Risk-Free Display | 200MP Main & 50MP Selfie Camera | Segment First Quad-Curved AMOLED Screen | Without Charger",3.8 / 5 ,496,"₹49,999","₹33,999",https://www.amazon.in//Emerald-Risk-Free-Display-Segment-Quad-Curved/dp/B0CG138J79/ref=sr_1_73?keywords=mobile&qid=1698091411&s=electronics&sr=1-73
115,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Grey,3.6 / 5 ,196,"₹15,999","₹11,999",https://www.amazon.in//Nokia-Snapdragon%C2%AE-Virtual-Upgrades-Included/dp/B0CDXHYHZ6/ref=sr_1_74?keywords=mobile&qid=1698091411&s=electronics&sr=1-74
116,"TECNO Spark 9T (Iris Purple, 4GB RAM,64GB Storage) | 50MP SuperNight Triple Camera | 18W Flash Charger",4.0 / 5 ,271,"₹12,499","₹7,498",https://www.amazon.in//Tecno-Purple-Storage-SuperNight-Charger/dp/B0B797Z5CQ/ref=sr_1_75?keywords=mobile&qid=1698091411&s=electronics&sr=1-75
117,"Samsung Galaxy M34 5G (Waterfall Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",3.9 / 5 ,"5,155","₹25,999","₹18,499",https://www.amazon.in//Samsung-Waterfall-sAMOLED-Display-Security/dp/B0C7C2NBY2/ref=sr_1_76?keywords=mobile&qid=1698091411&s=electronics&sr=1-76
118,Redmi 12 5G Jade Black 6GB RAM 128GB ROM,3.7 / 5 ,"3,368","₹17,999","₹13,499",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDM4NTMxMzg0NjQ5NjYwOjE2OTgwOTE0MTE6c3BfYnRmOjMwMDAyODA1ODgzNTIzMjo6MDo6&url=%2FRedmi-Jade-Black-6GB-128GB%2Fdp%2FB0C9JFWBH7%2Fref%3Dsr_1_77_sspa%3Fkeywords%3Dmobile%26qid%3D1698091411%26s%3Delectronics%26sr%3D1-77-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
119,"IKALL Z3 4G Smartphone (4GB, 64GB (Octa Core Processor, 4G Volte, Dual Sim) (Green)",5.0 / 5 ,2,"₹9,999","₹5,690",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDM4NTMxMzg0NjQ5NjYwOjE2OTgwOTE0MTE6c3BfYnRmOjMwMDA2NDYwNTMyMjEzMjo6MDo6&url=%2FIKALL-Z3-Smartphone-Processor-Volte%2Fdp%2FB0CJV39CH5%2Fref%3Dsr_1_78_sspa%3Fkeywords%3Dmobile%26qid%3D1698091411%26s%3Delectronics%26sr%3D1-78-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
120,"OnePlus 11 5G (Titan Black, 16GB RAM, 256GB Storage)",4.3 / 5 ,"4,327","₹61,999","₹61,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NDYxMjUzMjA1ODczNjYwOjE2OTgwOTE0MTI6c3BfYXRmX25leHQ6MjAxMjE2NzI5OTE4OTg6OjA6Og&url=%2FOnePlus-Titan-Black-256GB-Storage%2Fdp%2FB0BQJLVSC2%2Fref%3Dsr_1_73_sspa%3Fkeywords%3Dmobile%26qid%3D1698091412%26s%3Delectronics%26sr%3D1-73-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
121,"Redmi 12C (Mint Green, 4GB RAM, 64GB Storage) | High Performance Mediatek Helio G85 | Big 17cm(6.71) HD+ Display with 5000mAh(typ) Battery",3.9 / 5 ,"8,736","₹13,999","₹6,999",https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo2NDYxMjUzMjA1ODczNjYwOjE2OTgwOTE0MTI6c3BfYXRmX25leHQ6MjAxNDI0NzEwNDEyOTg6OjA6Og&url=%2FRedmi-Storage-Performance-Mediatek-Display%2Fdp%2FB0BYN34PGJ%2Fref%3Dsr_1_74_sspa%3Fkeywords%3Dmobile%26qid%3D1698091412%26s%3Delectronics%26sr%3D1-74-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
122,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Fast Charger Included | So Grey,3.6 / 5 ,196,"₹15,999","₹11,999",https://www.amazon.in//Nokia-Snapdragon%C2%AE-Virtual-Upgrades-Included/dp/B0CDXHYHZ6/ref=sr_1_75?keywords=mobile&qid=1698091412&s=electronics&sr=1-75
123,"Lava Yuva 2 Pro (Glass Lavender, 4GB RAM, 64GB Storage)| 2.3 Ghz Octa Core Helio G37| 13 MP AI Triple Camera |Fingerprint Sensor| 5000 mAh Battery| Upto 7GB Expandable RAM",3.8 / 5 ,531,"₹9,999","₹7,999",https://www.amazon.in//Lava-Lavender-Storage-Fingerprint-Expandable/dp/B0BVBGY6GL/ref=sr_1_76?keywords=mobile&qid=1698091412&s=electronics&sr=1-76
